text1,text2,label
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.","Uncertainties in measurement apparatuses (i.e. gradations on a ruler, etc.)",0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Mostly brought about by minor differences in equipment,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.","I think of it as some sort of limitation of instruments, variance caused by imperfect equipment.",0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",And *possible* statistical errors: from very large sample sizes,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",experimental bias,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Small number of data points,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Low sample number,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",The low number of repeats means the distribution isn’t very smooth,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",More counts would make the distribution closer to a normal distribution,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Measuring many data points produces a distribution with most points within the standard deviation of the mean,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Things are very statistical and you may have to wait for what you need.,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",inevitable statistical errors from inherent probabilistic nature of measurement. ,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Also additional possible statistical errors from very large sample sizes.,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",It can be obvious to see uncertainty because classically it should be possible to recreate an experiment exactly.,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Midway point of the extremes is most common,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Shows the highest percentage of counts in the middle,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",The center of the histogram should be the true value,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Most of the values fall near the mean of the histogram,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",It can be obvious to see uncertainty because classically it should be possible to recreate an experiment exactly. ,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.","As long as the value measured is within one standard deviation of the expected theoretical result, it should be acceptable. ",0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",It should land in the same spot each time.,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Randomness of Brownian motion,1.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Nature of Brownian motion results in a natural distribution,1.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Spins should be random,1.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Quantum effects in electrons,1.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",The diffraction of the electron wave function going through the slit,1.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.","Quantum mechanics is probabilistic, so there is inherent variation in the experiment",1.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",The fact that the movement of particles at the fundamental level is random; the wideness of the distribution should obey Heisenberg Uncertainty Principle,1.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Ball not placed at the right spot each time,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",The placement of the magnet might shift from time to time,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Different ramps cannot be identical,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Materials issues (ball; ramps are identical),0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",The electron source’s release velocity of the electrons,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",The time may not be exact,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Meterstick not held correctly,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",There should be a bimodal distribution maybe students are faking data,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Ruler isn’t accurate enough in micrometer range,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",A ruler is not a suitably-precise instrument for this task,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Difficulty in spotting the dropped place because of the ball bouncing up again at the floor,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",The small number of measurements resulted in the uneven histogram,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Student rounding,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Tapping the microscope or other jitters from the outside world.,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",The initial placing of the particle,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.","Difference in particle characteristics (size, energy, etc)",0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Differences in distribution of particles in water between students,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Different microscope (focal lengths),0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Environmental influences,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Changes in the environment like air flow,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Multiple random measurements result in a Gaussian distribution,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.","The overall distribution is like a Gaussian, which makes sense. Because there is error in measurement.",0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Random statistical variation,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Minor statistical randomness,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Statistics,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Normal distribution,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Central limit theorem,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Bell curve due to normal distribution and similar conditions for every experiment,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",That just looks like the average curve of results.,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Natural statistical variation that arises from taking measurements so there is some spread.,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.","The shape is the normal distribution, it is expected to occur in a series of random trials",0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Uncorrelated errors,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Histogram position axis too tight,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Experimental error,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Measurement Error,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Random Error,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Uncertainty in measurements ,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",small variation in trials,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",inconsistent measurements,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Variability,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",How far the ball went off the table,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Taking multiple measurements,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",fewer students are measuring 'd' at lesser or greater distances.,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",relative error between each measurement.,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",The distance is what is causing the variation of values ,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",The distance was different for each student ,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Outlier on left gives slight left skew,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",There is an outlier meaning a student's data isn't as close to everyone elses.,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Systematic Errors cause slight right skew,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Spread reveals uncertainty in measurement,0.0
"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",Bias in data,0.0
Quantum mechanics has inherent probabilities.,They’re still going to see a wave pattern even in 1 experiment,1.0
Quantum mechanics has inherent probabilities.,"No, it’s a diffraction experiment, even with perfect equipment, we can’t tell where electrons will land before they do",1.0
Quantum mechanics has inherent probabilities.,"At some point, the distance being measured is in the Quantum Scale, where nothing is ever certain.",1.0
Quantum mechanics has inherent probabilities.,"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",1.0
Quantum mechanics has inherent probabilities.,Quantum mechanics has inherent probabilities.,1.0
Quantum mechanics has inherent probabilities.,More or less supposed to be there since QM is a statistical field at the scale that we care about,1.0
Quantum mechanics has inherent probabilities.,"Heisenberg's Uncertainty Principle -- being certain in one variable leads to less certainty in the other variable (e.g., position and momentum). Also, the generalized uncertainty principles for any two observables.",1.0
Quantum mechanics has inherent probabilities.,(The Heisenberg uncertainty principle) delta x times delta p = ħ/2. There's also the energy-time relation.,1.0
Quantum mechanics has inherent probabilities.,Measurement uncertainty in classical mechanics can usually arise from human error in setup or calculation.,0.0
Quantum mechanics has inherent probabilities.,"Human error, especially in the manufacturing of the experimental apparatus",0.0
Quantum mechanics has inherent probabilities.,"Human error (things like timing a stopwatch, measuring with a ruler, etc.)",0.0
Quantum mechanics has inherent probabilities.,Non-ideal effects like friction.,0.0
Quantum mechanics has inherent probabilities.,Small changes in initial conditions,0.0
Quantum mechanics has inherent probabilities.,"Uncertainties in measurement apparatuses (i.e. gradations on a ruler, etc.)",0.0
Quantum mechanics has inherent probabilities.,Mostly brought about by minor differences in equipment,0.0
Quantum mechanics has inherent probabilities.,"I think of it as some sort of limitation of instruments, variance caused by imperfect equipment.",0.0
Quantum mechanics has inherent probabilities.,And *possible* statistical errors: from very large sample sizes,0.0
Quantum mechanics has inherent probabilities.,experimental bias,0.0
Quantum mechanics has inherent probabilities.,Small number of data points,0.0
Quantum mechanics has inherent probabilities.,Low sample number,0.0
Quantum mechanics has inherent probabilities.,The low number of repeats means the distribution isn’t very smooth,0.0
Quantum mechanics has inherent probabilities.,More counts would make the distribution closer to a normal distribution,0.0
Quantum mechanics has inherent probabilities.,Measuring many data points produces a distribution with most points within the standard deviation of the mean,0.0
Quantum mechanics has inherent probabilities.,Things are very statistical and you may have to wait for what you need.,0.0
Quantum mechanics has inherent probabilities.,inevitable statistical errors from inherent probabilistic nature of measurement. ,0.0
Quantum mechanics has inherent probabilities.,Also additional possible statistical errors from very large sample sizes.,0.0
Quantum mechanics has inherent probabilities.,It can be obvious to see uncertainty because classically it should be possible to recreate an experiment exactly.,0.0
Quantum mechanics has inherent probabilities.,Midway point of the extremes is most common,0.0
Quantum mechanics has inherent probabilities.,Shows the highest percentage of counts in the middle,0.0
Quantum mechanics has inherent probabilities.,The center of the histogram should be the true value,0.0
Quantum mechanics has inherent probabilities.,Most of the values fall near the mean of the histogram,0.0
Quantum mechanics has inherent probabilities.,It can be obvious to see uncertainty because classically it should be possible to recreate an experiment exactly. ,0.0
Quantum mechanics has inherent probabilities.,"As long as the value measured is within one standard deviation of the expected theoretical result, it should be acceptable. ",0.0
Quantum mechanics has inherent probabilities.,It should land in the same spot each time.,0.0
Quantum mechanics has inherent probabilities.,Randomness of Brownian motion,1.0
Quantum mechanics has inherent probabilities.,Nature of Brownian motion results in a natural distribution,1.0
Quantum mechanics has inherent probabilities.,Spins should be random,1.0
Quantum mechanics has inherent probabilities.,Quantum effects in electrons,1.0
Quantum mechanics has inherent probabilities.,The diffraction of the electron wave function going through the slit,1.0
Quantum mechanics has inherent probabilities.,"Quantum mechanics is probabilistic, so there is inherent variation in the experiment",1.0
Quantum mechanics has inherent probabilities.,The fact that the movement of particles at the fundamental level is random; the wideness of the distribution should obey Heisenberg Uncertainty Principle,1.0
Quantum mechanics has inherent probabilities.,Ball not placed at the right spot each time,0.0
Quantum mechanics has inherent probabilities.,The placement of the magnet might shift from time to time,0.0
Quantum mechanics has inherent probabilities.,Different ramps cannot be identical,0.0
Quantum mechanics has inherent probabilities.,Materials issues (ball; ramps are identical),0.0
Quantum mechanics has inherent probabilities.,The electron source’s release velocity of the electrons,0.0
Quantum mechanics has inherent probabilities.,The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),0.0
Quantum mechanics has inherent probabilities.,The time may not be exact,0.0
Quantum mechanics has inherent probabilities.,Meterstick not held correctly,0.0
Quantum mechanics has inherent probabilities.,There should be a bimodal distribution maybe students are faking data,0.0
Quantum mechanics has inherent probabilities.,Ruler isn’t accurate enough in micrometer range,0.0
Quantum mechanics has inherent probabilities.,A ruler is not a suitably-precise instrument for this task,0.0
Quantum mechanics has inherent probabilities.,Difficulty in spotting the dropped place because of the ball bouncing up again at the floor,0.0
Quantum mechanics has inherent probabilities.,The small number of measurements resulted in the uneven histogram,0.0
Quantum mechanics has inherent probabilities.,Student rounding,0.0
Quantum mechanics has inherent probabilities.,Tapping the microscope or other jitters from the outside world.,0.0
Quantum mechanics has inherent probabilities.,The initial placing of the particle,0.0
Quantum mechanics has inherent probabilities.,"Difference in particle characteristics (size, energy, etc)",0.0
Quantum mechanics has inherent probabilities.,Differences in distribution of particles in water between students,0.0
Quantum mechanics has inherent probabilities.,Different microscope (focal lengths),0.0
Quantum mechanics has inherent probabilities.,Environmental influences,0.0
Quantum mechanics has inherent probabilities.,Changes in the environment like air flow,0.0
Quantum mechanics has inherent probabilities.,Multiple random measurements result in a Gaussian distribution,0.0
Quantum mechanics has inherent probabilities.,"The overall distribution is like a Gaussian, which makes sense. Because there is error in measurement.",0.0
Quantum mechanics has inherent probabilities.,Random statistical variation,0.0
Quantum mechanics has inherent probabilities.,Minor statistical randomness,0.0
Quantum mechanics has inherent probabilities.,Statistics,0.0
Quantum mechanics has inherent probabilities.,Normal distribution,0.0
Quantum mechanics has inherent probabilities.,Central limit theorem,0.0
Quantum mechanics has inherent probabilities.,Bell curve due to normal distribution and similar conditions for every experiment,0.0
Quantum mechanics has inherent probabilities.,That just looks like the average curve of results.,0.0
Quantum mechanics has inherent probabilities.,Natural statistical variation that arises from taking measurements so there is some spread.,0.0
Quantum mechanics has inherent probabilities.,"The shape is the normal distribution, it is expected to occur in a series of random trials",0.0
Quantum mechanics has inherent probabilities.,Uncorrelated errors,0.0
Quantum mechanics has inherent probabilities.,Histogram position axis too tight,0.0
Quantum mechanics has inherent probabilities.,Experimental error,0.0
Quantum mechanics has inherent probabilities.,Measurement Error,0.0
Quantum mechanics has inherent probabilities.,Random Error,0.0
Quantum mechanics has inherent probabilities.,Uncertainty in measurements ,0.0
Quantum mechanics has inherent probabilities.,small variation in trials,0.0
Quantum mechanics has inherent probabilities.,inconsistent measurements,0.0
Quantum mechanics has inherent probabilities.,Variability,0.0
Quantum mechanics has inherent probabilities.,How far the ball went off the table,0.0
Quantum mechanics has inherent probabilities.,Taking multiple measurements,0.0
Quantum mechanics has inherent probabilities.,fewer students are measuring 'd' at lesser or greater distances.,0.0
Quantum mechanics has inherent probabilities.,relative error between each measurement.,0.0
Quantum mechanics has inherent probabilities.,The distance is what is causing the variation of values ,0.0
Quantum mechanics has inherent probabilities.,The distance was different for each student ,0.0
Quantum mechanics has inherent probabilities.,Outlier on left gives slight left skew,0.0
Quantum mechanics has inherent probabilities.,There is an outlier meaning a student's data isn't as close to everyone elses.,0.0
Quantum mechanics has inherent probabilities.,Systematic Errors cause slight right skew,0.0
Quantum mechanics has inherent probabilities.,Spread reveals uncertainty in measurement,0.0
Quantum mechanics has inherent probabilities.,Bias in data,0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,They’re still going to see a wave pattern even in 1 experiment,1.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,"No, it’s a diffraction experiment, even with perfect equipment, we can’t tell where electrons will land before they do",1.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,"At some point, the distance being measured is in the Quantum Scale, where nothing is ever certain.",1.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",1.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,Quantum mechanics has inherent probabilities.,1.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,More or less supposed to be there since QM is a statistical field at the scale that we care about,1.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,"Heisenberg's Uncertainty Principle -- being certain in one variable leads to less certainty in the other variable (e.g., position and momentum). Also, the generalized uncertainty principles for any two observables.",1.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,(The Heisenberg uncertainty principle) delta x times delta p = ħ/2. There's also the energy-time relation.,1.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,Measurement uncertainty in classical mechanics can usually arise from human error in setup or calculation.,0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,"Human error, especially in the manufacturing of the experimental apparatus",0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,"Human error (things like timing a stopwatch, measuring with a ruler, etc.)",0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,Non-ideal effects like friction.,0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,Small changes in initial conditions,0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,"Uncertainties in measurement apparatuses (i.e. gradations on a ruler, etc.)",0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,Mostly brought about by minor differences in equipment,0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,"I think of it as some sort of limitation of instruments, variance caused by imperfect equipment.",0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,And *possible* statistical errors: from very large sample sizes,0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,experimental bias,0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,Small number of data points,0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,Low sample number,0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,The low number of repeats means the distribution isn’t very smooth,0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,More counts would make the distribution closer to a normal distribution,0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,Measuring many data points produces a distribution with most points within the standard deviation of the mean,0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,Things are very statistical and you may have to wait for what you need.,0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,inevitable statistical errors from inherent probabilistic nature of measurement. ,0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,Also additional possible statistical errors from very large sample sizes.,0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,It can be obvious to see uncertainty because classically it should be possible to recreate an experiment exactly.,0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,Midway point of the extremes is most common,0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,Shows the highest percentage of counts in the middle,0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,The center of the histogram should be the true value,0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,Most of the values fall near the mean of the histogram,0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,It can be obvious to see uncertainty because classically it should be possible to recreate an experiment exactly. ,0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,"As long as the value measured is within one standard deviation of the expected theoretical result, it should be acceptable. ",0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,It should land in the same spot each time.,0.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,Randomness of Brownian motion,1.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,Nature of Brownian motion results in a natural distribution,1.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,Spins should be random,1.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,Quantum effects in electrons,1.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,The diffraction of the electron wave function going through the slit,1.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,"Quantum mechanics is probabilistic, so there is inherent variation in the experiment",1.0
More or less supposed to be there since QM is a statistical field at the scale that we care about,The fact that the movement of particles at the fundamental level is random; the wideness of the distribution should obey Heisenberg Uncertainty Principle,1.0
